SDL version, SDL name, Category (SDL file), Module, OCaml name, raw signature, API sig
3.2.0, SDL_GetJoystickSerial, Joystick, Joystick, get_serial, joystick @-> returning string, joystick -> string
3.2.0, SDL_GetJoystickType, Joystick, Joystick, get_type, joystick @-> returning joystick_type, joystick -> joystick_type
3.2.0, SDL_GetJoystickTypeForID, Joystick, Joystick, get_type_for_id, joystick_id @-> returning joystick_type, int -> joystick_type
3.2.0, SDL_GetJoystickVendor, Joystick, Joystick, get_vendor, joystick @-> returning int_as_ushort, joystick -> int
3.2.0, SDL_GetJoystickVendorForID, Joystick, Joystick, get_vendor_for_id, joystick_id @-> returning int_as_ushort, int -> int
3.2.0, SDL_GetJoysticks, Joystick, Joystick, gets, ptr int @-> returning (ptr joystick_id), unit -> int list
3.2.0, SDL_GetKeyFromName, Keyboard, , get_key_from_name, string @-> returning int_as_uint, string -> int
3.2.0, SDL_GetKeyFromScancode, Keyboard, Scancode, get_key_from, scancode @-> keymod @-> bool @-> returning int_as_uint, scancode -> int -> bool -> int
3.2.0, SDL_GetKeyName, Keyboard, , get_key_name, keycode @-> returning string, int -> string
3.2.0, SDL_GetKeyboardFocus, Keyboard, Keyboard, get_focus, void @-> returning (some_to_ok window_opt), unit -> (window option) result
3.2.0, SDL_GetKeyboardNameForID, Keyboard, Keyboard, get_name_for_id, keyboard_id @-> returning string, int -> string
3.2.0, SDL_GetKeyboardState, Keyboard, Keyboard, get_state, ptr int @-> returning (ptr bool), unit -> int
3.2.0, SDL_GetKeyboards, Keyboard, Keyboard, gets, ptr int @-> returning (ptr keyboard_id), unit -> int list
3.2.0, SDL_GetLogOutputFunction, Log, Log, get_output_function, ptr log_output_function @-> ptr (ptr void) @-> returning void, ptr log_output_function -> ptr (ptr void) -> unit
3.2.0, SDL_GetLogPriority, Log, Log, get_priority, int @-> returning log_priority, int -> log_priority
3.2.0, SDL_GetMasksForPixelFormat, Pixels, PixelFormat, get_masks_for, pixel_format @-> ptr int @-> ptr uint32 @-> ptr uint32 @-> ptr uint32 @-> ptr uint32 @-> returning bool, pixel_format -> (int * int * int * int * int) result
3.2.0, SDL_GetMaxHapticEffects, Haptic, Haptic, get_max_effects, haptic @-> returning int, haptic -> int
3.2.0, SDL_GetMaxHapticEffectsPlaying, Haptic, Haptic, get_max_effects_playing, haptic @-> returning int, haptic -> int
3.2.0, SDL_GetMemoryFunctions, Stdinc, , get_memory_functions, ptr malloc_func @-> ptr calloc_func @-> ptr realloc_func @-> ptr free_func @-> returning void, ptr malloc_func -> ptr calloc_func -> ptr realloc_func -> ptr free_func -> unit
3.2.0, SDL_GetMice, Mouse, , get_mice, ptr int @-> returning (ptr mouse_id), unit -> int list
3.2.0, SDL_GetModState, Keyboard, , get_mod_state, void @-> returning int_as_ushort, unit -> int
3.2.0, SDL_GetMouseFocus, Mouse, Mouse, get_focus, void @-> returning (some_to_ok window_opt), unit -> (window option) result
3.2.0, SDL_GetMouseNameForID, Mouse, Mouse, get_name_for_id, mouse_id @-> returning string, int -> string
3.2.0, SDL_GetMouseState, Mouse, Mouse, get_state, ptr float @-> ptr float @-> returning int_as_uint, unit -> float * float
3.2.0, SDL_GetNaturalDisplayOrientation, Video, Display, get_natural_orientation, display_id @-> returning display_orientation, int -> display_orientation
3.2.0, SDL_GetNumAllocations, Stdinc, , get_num_allocations, void @-> returning int, unit -> int
3.2.0, SDL_GetNumAudioDrivers, Audio, Audio, get_num_drivers, void @-> returning int, unit -> int
3.2.0, SDL_GetNumCameraDrivers, Camera, Camera, get_num_drivers, void @-> returning int, unit -> int
3.2.0, SDL_GetNumGPUDrivers, Gpu, GPU, get_num_drivers, void @-> returning int, unit -> int
3.2.0, SDL_GetNumGamepadTouchpadFingers, Gamepad, Gamepad, get_num_touchpad_fingers, gamepad @-> int @-> returning int, gamepad -> int -> int
3.2.0, SDL_GetNumGamepadTouchpads, Gamepad, Gamepad, get_num_touchpads, gamepad @-> returning int, gamepad -> int
3.2.0, SDL_GetNumHapticAxes, Haptic, Haptic, get_num_axes, haptic @-> returning int, haptic -> int
3.2.0, SDL_GetNumJoystickAxes, Joystick, Joystick, get_num_axes, joystick @-> returning int, joystick -> int
3.2.0, SDL_GetNumJoystickBalls, Joystick, Joystick, get_num_balls, joystick @-> returning int, joystick -> int
3.2.0, SDL_GetNumJoystickButtons, Joystick, Joystick, get_num_buttons, joystick @-> returning int, joystick -> int
3.2.0, SDL_GetNumJoystickHats, Joystick, Joystick, get_num_hats, joystick @-> returning int, joystick -> int
3.2.0, SDL_GetNumLogicalCPUCores, Cpuinfo, , get_num_logical_cpu_cores, void @-> returning int, unit -> int
3.2.0, SDL_GetNumRenderDrivers, Render, Renderer, get_num_drivers, void @-> returning int, unit -> int
3.2.0, SDL_GetNumVideoDrivers, Video, Video, get_num_drivers, void @-> returning int, unit -> int
3.2.0, SDL_GetNumberProperty, Properties, , get_number_property, properties_id @-> string @-> sint64 @-> returning sint64, int -> string -> int -> int
3.2.0, SDL_GetOriginalMemoryFunctions, Stdinc, , get_original_memory_functions, ptr malloc_func @-> ptr calloc_func @-> ptr realloc_func @-> ptr free_func @-> returning void, ptr malloc_func -> ptr calloc_func -> ptr realloc_func -> ptr free_func -> unit
3.2.0, SDL_GetPathInfo, Filesystem, , get_path_info, string @-> path_info_opt @-> returning true_to_ok, string -> path_info option -> unit result
3.2.0, SDL_GetPerformanceCounter, Timer, , get_performance_counter, void @-> returning int64_as_ulong, unit -> int64
3.2.0, SDL_GetPerformanceFrequency, Timer, , get_performance_frequency, void @-> returning int64_as_ulong, unit -> int64
3.2.0, SDL_GetPixelFormatDetails, Pixels, PixelFormat, get_details, pixel_format @-> returning (ptr pixel_format_details), pixel_format -> ptr pixel_format_details
3.2.0, SDL_GetPixelFormatForMasks, Pixels, PixelFormat, get_for_masks, int @-> uint32 @-> uint32 @-> uint32 @-> uint32 @-> returning pixel_format, int -> int -> int -> int -> int -> pixel_format
3.2.0, SDL_GetPixelFormatName, Pixels, PixelFormat, get_name, pixel_format @-> returning string, pixel_format -> string
3.2.0, SDL_GetPlatform, Platform, Platform, get, void @-> returning string, unit -> string
3.2.0, SDL_GetPointerProperty, Properties, , get_pointer_property, properties_id @-> string @-> ptr void @-> returning (ptr void), int -> string -> ptr void -> ptr void
3.2.0, SDL_GetPowerInfo, Power, Power, get_info, ptr int @-> ptr int @-> returning power_state, unit -> int * int
3.2.0, SDL_GetPrefPath, Filesystem, , get_pref_path, string @-> string @-> returning string, string -> string -> string
3.2.0, SDL_GetPreferredLocales, Locale, Locale, get_preferreds, ptr int @-> returning (ptr (ptr locale)), unit -> (ptr locale) list
3.2.0, SDL_GetPrimaryDisplay, Video, , get_primary_display, void @-> returning int_as_uint, unit -> int
3.2.0, SDL_GetPrimarySelectionText, Clipboard, , get_primary_selection_text, void @-> returning string, unit -> string
3.2.0, SDL_GetProcessInput, Process, Process, get_input, process @-> returning (some_to_ok io_stream_opt), process -> (io_stream option) result
3.2.0, SDL_GetProcessOutput, Process, Process, get_output, process @-> returning (some_to_ok io_stream_opt), process -> (io_stream option) result
3.2.0, SDL_GetProcessProperties, Process, Process, get_properties, process @-> returning int_as_uint, process -> int
3.2.0, SDL_GetPropertyType, Properties, Properties, get_property_type, properties_id @-> string @-> returning property_type, int -> string -> property_type
3.2.0, SDL_GetRGB, Pixels, , get_rgb, uint32 @-> ptr pixel_format_details @-> palette_opt @-> ptr uint8 @-> ptr uint8 @-> ptr uint8 @-> returning void, int -> ptr pixel_format_details -> palette option -> int * int * int
3.2.0, SDL_GetRGBA, Pixels, , get_rgba, uint32 @-> ptr pixel_format_details @-> palette_opt @-> ptr uint8 @-> ptr uint8 @-> ptr uint8 @-> ptr uint8 @-> returning void, int -> ptr pixel_format_details -> palette option -> int * int * int * int
3.2.0, SDL_GetRealGamepadType, Gamepad, Gamepad, get_real_type, gamepad @-> returning gamepad_type, gamepad -> gamepad_type
3.2.0, SDL_GetRealGamepadTypeForID, Gamepad, Gamepad, get_real_type_for_id, joystick_id @-> returning gamepad_type, int -> gamepad_type
3.2.0, SDL_GetRectAndLineIntersection, Rect, Rect, get_and_line_intersection, ptr rect @-> ptr int @-> ptr int @-> ptr int @-> ptr int @-> returning bool, ptr rect -> ptr int -> ptr int -> ptr int -> ptr int -> bool
3.2.0, SDL_GetRectAndLineIntersectionFloat, Rect, Rect, get_and_line_intersection_float, ptr f_rect @-> ptr float @-> ptr float @-> ptr float @-> ptr float @-> returning bool, ptr f_rect -> ptr float -> ptr float -> ptr float -> ptr float -> bool
3.2.0, SDL_GetRectEnclosingPoints, Rect, Point, get_rect_enclosings, ptr point @-> int @-> rect_opt @-> ptr rect @-> returning true_to_ok, point array -> rect option -> ptr rect -> unit result
3.2.0, SDL_GetRectEnclosingPointsFloat, Rect, Rect, get_enclosing_points_float, ptr f_point @-> int @-> f_rect_opt @-> ptr f_rect @-> returning true_to_ok, f_point array -> f_rect option -> ptr f_rect -> unit result
3.2.0, SDL_GetRectIntersection, Rect, Rect, get_intersection, ptr rect @-> ptr rect @-> ptr rect @-> returning true_to_ok, ptr rect -> ptr rect -> ptr rect -> unit result
3.2.0, SDL_GetRectIntersectionFloat, Rect, Rect, get_intersection_float, ptr f_rect @-> ptr f_rect @-> ptr f_rect @-> returning true_to_ok, ptr f_rect -> ptr f_rect -> ptr f_rect -> unit result
3.2.0, SDL_GetRectUnion, Rect, Rect, get_union, ptr rect @-> ptr rect @-> ptr rect @-> returning true_to_ok, ptr rect -> ptr rect -> ptr rect -> unit result
3.2.0, SDL_GetRectUnionFloat, Rect, Rect, get_union_float, ptr f_rect @-> ptr f_rect @-> ptr f_rect @-> returning true_to_ok, ptr f_rect -> ptr f_rect -> ptr f_rect -> unit result
3.2.0, SDL_GetRelativeMouseState, Mouse, Mouse, get_relative_state, ptr float @-> ptr float @-> returning int_as_uint, unit -> float * float
3.2.0, SDL_GetRenderClipRect, Render, Renderer, get_clip_rect, renderer @-> ptr rect @-> returning true_to_ok, renderer -> ptr rect -> unit result
3.2.0, SDL_GetRenderColorScale, Render, Renderer, get_color_scale, renderer @-> ptr float @-> returning bool, renderer -> float
3.2.0, SDL_GetRenderDrawBlendMode, Render, Renderer, get_draw_blend_mode, renderer @-> ptr blend_mode @-> returning true_to_ok, renderer -> ptr blend_mode -> unit result
3.2.0, SDL_GetRenderDrawColor, Render, Renderer, get_draw_color, renderer @-> ptr uint8 @-> ptr uint8 @-> ptr uint8 @-> ptr uint8 @-> returning bool, renderer -> (int * int * int * int) result
3.2.0, SDL_GetRenderDrawColorFloat, Render, Renderer, get_draw_color_float, renderer @-> ptr float @-> ptr float @-> ptr float @-> ptr float @-> returning bool, renderer -> (float * float * float * float) result
3.2.0, SDL_GetRenderDriver, Render, Renderer, get_driver, int @-> returning string, int -> string
3.2.0, SDL_GetRenderLogicalPresentation, Render, Renderer, get_logical_presentation, renderer @-> ptr int @-> ptr int @-> ptr renderer_logical_presentation @-> returning bool, renderer -> (int * int * renderer_logical_presentation) result
3.2.0, SDL_GetRenderLogicalPresentationRect, Render, Renderer, get_logical_presentation_rect, renderer @-> f_rect_opt @-> returning true_to_ok, renderer -> f_rect option -> unit result
3.2.0, SDL_GetRenderMetalCommandEncoder, Render, Renderer, get_metal_command_encoder, renderer @-> returning (ptr void), renderer -> ptr void
3.2.0, SDL_GetRenderMetalLayer, Render, Renderer, get_metal_layer, renderer @-> returning (ptr void), renderer -> ptr void
3.2.0, SDL_GetRenderOutputSize, Render, Renderer, get_output_size, renderer @-> ptr int @-> ptr int @-> returning bool, renderer -> (int * int) result
3.2.0, SDL_GetRenderSafeArea, Render, Renderer, get_safe_area, renderer @-> ptr rect @-> returning true_to_ok, renderer -> ptr rect -> unit result
3.2.0, SDL_GetRenderScale, Render, Renderer, get_scale, renderer @-> ptr float @-> ptr float @-> returning bool, renderer -> (float * float) result
3.2.0, SDL_GetRenderTarget, Render, Renderer, get_target, renderer @-> returning (some_to_ok texture_opt), renderer -> (texture option) result
3.2.0, SDL_GetRenderVSync, Render, Renderer, get_v_sync, renderer @-> ptr int @-> returning bool, renderer -> int
3.2.0, SDL_GetRenderViewport, Render, Renderer, get_viewport, renderer @-> ptr rect @-> returning true_to_ok, renderer -> ptr rect -> unit result
3.2.0, SDL_GetRenderWindow, Render, Window, get_render, renderer @-> returning (some_to_ok window_opt), renderer -> (window option) result
3.2.0, SDL_GetRenderer, Render, Renderer, get, window @-> returning (some_to_ok renderer_opt), window -> (renderer option) result
3.2.0, SDL_GetRendererFromTexture, Render, Renderer, get_from_texture, texture @-> returning (some_to_ok renderer_opt), texture -> (renderer option) result
3.2.0, SDL_GetRendererName, Render, Renderer, get_name, renderer @-> returning string, renderer -> string
3.2.0, SDL_GetRendererProperties, Render, Renderer, get_properties, renderer @-> returning int_as_uint, renderer -> int
3.2.0, SDL_GetRevision, Version, , get_revision, void @-> returning string, unit -> string
3.2.0, SDL_GetSIMDAlignment, Cpuinfo, , get_simd_alignment, void @-> returning size_t, unit -> int
3.2.0, SDL_GetSandbox, System, Sandbox, get, void @-> returning sandbox, unit -> sandbox
3.2.0, SDL_GetScancodeFromKey, Keyboard, Scancode, get_from_key, keycode @-> ptr_opt keymod @-> returning scancode, int -> ptr_opt keymod -> scancode
3.2.0, SDL_GetScancodeFromName, Keyboard, Scancode, get_from_name, string @-> returning scancode, string -> scancode
3.2.0, SDL_GetScancodeName, Keyboard, Scancode, get_name, scancode @-> returning string, scancode -> string
3.2.0, SDL_GetSemaphoreValue, Mutex, Semaphore, get_value, semaphore @-> returning int_as_uint, semaphore -> int
3.2.0, SDL_GetSensorData, Sensor, Sensor, get_data, sensor @-> ptr float @-> int @-> returning true_to_ok, sensor -> ptr float -> int -> unit result
3.2.0, SDL_GetSensorFromID, Sensor, Sensor, get_from_id, sensor_id @-> returning (some_to_ok sensor_opt), int -> (sensor option) result
3.2.0, SDL_GetSensorID, Sensor, Sensor, get_id, sensor @-> returning int_as_uint, sensor -> int
3.2.0, SDL_GetSensorName, Sensor, Sensor, get_name, sensor @-> returning string, sensor -> string
3.2.0, SDL_GetSensorNameForID, Sensor, Sensor, get_name_for_id, sensor_id @-> returning string, int -> string
3.2.0, SDL_GetSensorNonPortableType, Sensor, Sensor, get_non_portable_type, sensor @-> returning int, sensor -> int
3.2.0, SDL_GetSensorNonPortableTypeForID, Sensor, Sensor, get_non_portable_type_for_id, sensor_id @-> returning int, int -> int
3.2.0, SDL_GetSensorProperties, Sensor, Sensor, get_properties, sensor @-> returning int_as_uint, sensor -> int
3.2.0, SDL_GetSensorType, Sensor, Sensor, get_type, sensor @-> returning sensor_type, sensor -> sensor_type
3.2.0, SDL_GetSensorTypeForID, Sensor, Sensor, get_type_for_id, sensor_id @-> returning sensor_type, int -> sensor_type
3.2.0, SDL_GetSensors, Sensor, Sensor, gets, ptr int @-> returning (ptr sensor_id), unit -> int list
3.2.0, SDL_GetSilenceValueForFormat, Audio, , get_silence_value_for_format, audio_format @-> returning int, audio_format -> int
3.2.0, SDL_GetStorageFileSize, Storage, Storage, get_file_size, storage @-> string @-> ptr uint64 @-> returning bool, storage -> string -> int64
3.2.0, SDL_GetStoragePathInfo, Storage, Storage, get_path_info, storage @-> string @-> path_info_opt @-> returning true_to_ok, storage -> string -> path_info option -> unit result
3.2.0, SDL_GetStorageSpaceRemaining, Storage, Storage, get_space_remaining, storage @-> returning int64_as_ulong, storage -> int64
3.2.0, SDL_GetStringProperty, Properties, , get_string_property, properties_id @-> string @-> string @-> returning string, int -> string -> string -> string
3.2.0, SDL_GetSurfaceAlphaMod, Surface, Surface, get_alpha_mod, surface @-> ptr uint8 @-> returning bool, surface -> int
3.2.0, SDL_GetSurfaceBlendMode, Surface, Surface, get_blend_mode, surface @-> ptr blend_mode @-> returning true_to_ok, surface -> ptr blend_mode -> unit result
3.2.0, SDL_GetSurfaceClipRect, Surface, Surface, get_clip_rect, surface @-> ptr rect @-> returning true_to_ok, surface -> ptr rect -> unit result
3.2.0, SDL_GetSurfaceColorKey, Surface, Surface, get_color_key, surface @-> ptr uint32 @-> returning bool, surface -> int
3.2.0, SDL_GetSurfaceColorMod, Surface, Surface, get_color_mod, surface @-> ptr uint8 @-> ptr uint8 @-> ptr uint8 @-> returning bool, surface -> (int * int * int) result
3.2.0, SDL_GetSurfaceColorspace, Surface, Surface, get_colorspace, surface @-> returning colorspace, surface -> colorspace
3.2.0, SDL_GetSurfaceImages, Surface, Surface, get_images, surface @-> ptr int @-> returning (ptr surface), surface -> surface list
3.2.0, SDL_GetSurfacePalette, Surface, Surface, get_palette, surface @-> returning (some_to_ok palette_opt), surface -> (palette option) result
3.2.0, SDL_GetSurfaceProperties, Surface, Surface, get_properties, surface @-> returning int_as_uint, surface -> int
3.2.0, SDL_GetSystemRAM, Cpuinfo, , get_system_ram, void @-> returning int, unit -> int
3.2.0, SDL_GetSystemTheme, Video, SystemTheme, get, void @-> returning system_theme, unit -> system_theme
3.2.0, SDL_GetTLS, Thread, , get_tls, ptr_opt tlsid @-> returning (ptr void), ptr_opt tlsid -> ptr void
3.2.0, SDL_GetTextInputArea, Keyboard, , get_text_input_area, window @-> rect_opt @-> ptr int @-> returning bool, window -> rect option -> int
3.2.0, SDL_GetTextureAlphaMod, Render, Texture, get_alpha_mod, texture @-> ptr uint8 @-> returning bool, texture -> int
3.2.0, SDL_GetTextureAlphaModFloat, Render, Texture, get_alpha_mod_float, texture @-> ptr float @-> returning bool, texture -> float
3.2.0, SDL_GetTextureBlendMode, Render, Texture, get_blend_mode, texture @-> ptr blend_mode @-> returning true_to_ok, texture -> ptr blend_mode -> unit result
3.2.0, SDL_GetTextureColorMod, Render, Texture, get_color_mod, texture @-> ptr uint8 @-> ptr uint8 @-> ptr uint8 @-> returning bool, texture -> (int * int * int) result
3.2.0, SDL_GetTextureColorModFloat, Render, Texture, get_color_mod_float, texture @-> ptr float @-> ptr float @-> ptr float @-> returning bool, texture -> (float * float * float) result
3.2.0, SDL_GetTextureProperties, Render, Texture, get_properties, texture @-> returning int_as_uint, texture -> int
3.2.0, SDL_GetTextureScaleMode, Render, Texture, get_scale_mode, texture @-> ptr scale_mode @-> returning true_to_ok, texture -> ptr scale_mode -> unit result
3.2.0, SDL_GetTextureSize, Render, Texture, get_size, texture @-> ptr float @-> ptr float @-> returning bool, texture -> (float * float) result
3.2.0, SDL_GetThreadID, Thread, Thread, get_id, thread @-> returning int64_as_ulong, thread -> int64
3.2.0, SDL_GetThreadName, Thread, Thread, get_name, thread @-> returning string, thread -> string
3.2.0, SDL_GetThreadState, Thread, Thread, get_state, thread @-> returning thread_state, thread -> thread_state
3.2.0, SDL_GetTicks, Timer, , get_ticks, void @-> returning int64_as_ulong, unit -> int64
3.2.0, SDL_GetTicksNS, Timer, , get_ticks_ns, void @-> returning int64_as_ulong, unit -> int64
3.2.0, SDL_GetTouchDeviceName, Touch, Touch, get_device_name, touch_id @-> returning string, int64 -> string
3.2.0, SDL_GetTouchDeviceType, Touch, Touch, get_device_type, touch_id @-> returning touch_device_type, int64 -> touch_device_type
3.2.0, SDL_GetTouchDevices, Touch, Touch, get_devices, ptr int @-> returning (ptr touch_id), unit -> int64 list
3.2.0, SDL_GetTouchFingers, Touch, Touch, get_fingers, touch_id @-> ptr int @-> returning (ptr (ptr finger)), int64 -> (ptr finger) list
3.2.0, SDL_GetTrayEntries, Tray, Tray, get_entries, tray_menu @-> ptr int @-> returning (ptr tray_entry), tray_menu -> int
3.2.0, SDL_GetTrayEntryChecked, Tray, Tray, get_entry_checked, tray_entry @-> returning true_to_ok, tray_entry -> unit result
3.2.0, SDL_GetTrayEntryEnabled, Tray, Tray, get_entry_enabled, tray_entry @-> returning bool, tray_entry -> bool
3.2.0, SDL_GetTrayEntryLabel, Tray, Tray, get_entry_label, tray_entry @-> returning string, tray_entry -> string
3.2.0, SDL_GetTrayEntryParent, Tray, Tray, get_entry_parent, tray_entry @-> returning (some_to_ok tray_menu_opt), tray_entry -> (tray_menu option) result
3.2.0, SDL_GetTrayMenu, Tray, Tray, get_menu, tray @-> returning (some_to_ok tray_menu_opt), tray -> (tray_menu option) result
3.2.0, SDL_GetTrayMenuParentEntry, Tray, Tray, get_menu_parent_entry, tray_menu @-> returning (some_to_ok tray_entry_opt), tray_menu -> (tray_entry option) result
3.2.0, SDL_GetTrayMenuParentTray, Tray, Tray, get_menu_parent_tray, tray_menu @-> returning (some_to_ok tray_opt), tray_menu -> (tray option) result
3.2.0, SDL_GetTraySubmenu, Tray, Tray, get_submenu, tray_entry @-> returning (some_to_ok tray_menu_opt), tray_entry -> (tray_menu option) result
3.2.0, SDL_GetUserFolder, Filesystem, Folder, get_user, folder @-> returning string, folder -> string
3.2.0, SDL_GetVersion, Version, Version, get, void @-> returning int, unit -> int
3.2.0, SDL_GetVideoDriver, Video, Video, get_driver, int @-> returning string, int -> string
3.2.0, SDL_GetWindowAspectRatio, Video, Window, get_aspect_ratio, window @-> ptr float @-> ptr float @-> returning bool, window -> (float * float) result
3.2.0, SDL_GetWindowBordersSize, Video, Window, get_borders_size, window @-> ptr int @-> ptr int @-> ptr int @-> ptr int @-> returning bool, window -> (int * int * int * int) result
3.2.0, SDL_GetWindowDisplayScale, Video, Window, get_display_scale, window @-> returning float, window -> float
3.2.0, SDL_GetWindowFlags, Video, Window, get_flags, window @-> returning int64_as_ulong, window -> int64
3.2.0, SDL_GetWindowFromEvent, Events, Window, get_from_event, event @-> returning (some_to_ok window_opt), event -> (window option) result
3.2.0, SDL_GetWindowFromID, Video, Window, get_from_id, window_id @-> returning (some_to_ok window_opt), int -> (window option) result
3.2.0, SDL_GetWindowFullscreenMode, Video, Window, get_fullscreen_mode, window @-> returning (some_to_ok display_mode_opt), window -> (display_mode option) result
3.2.0, SDL_GetWindowICCProfile, Video, Window, get_icc_profile, window @-> ptr size_t @-> returning (ptr void), window -> ptr size_t -> ptr void
3.2.0, SDL_GetWindowID, Video, Window, get_id, window @-> returning int_as_uint, window -> int
3.2.0, SDL_GetWindowKeyboardGrab, Video, Window, get_keyboard_grab, window @-> returning true_to_ok, window -> unit result
3.2.0, SDL_GetWindowMaximumSize, Video, Window, get_maximum_size, window @-> ptr int @-> ptr int @-> returning bool, window -> (int * int) result
3.2.0, SDL_GetWindowMinimumSize, Video, Window, get_minimum_size, window @-> ptr int @-> ptr int @-> returning bool, window -> (int * int) result
3.2.0, SDL_GetWindowMouseGrab, Video, Window, get_mouse_grab, window @-> returning true_to_ok, window -> unit result
3.2.0, SDL_GetWindowMouseRect, Video, Window, get_mouse_rect, window @-> returning (ptr rect), window -> ptr rect
3.2.0, SDL_GetWindowOpacity, Video, Window, get_opacity, window @-> returning float, window -> float
3.2.0, SDL_GetWindowParent, Video, Window, get_parent, window @-> returning (some_to_ok window_opt), window -> (window option) result
3.2.0, SDL_GetWindowPixelDensity, Video, Window, get_pixel_density, window @-> returning float, window -> float
3.2.0, SDL_GetWindowPixelFormat, Video, Window, get_pixel_format, window @-> returning pixel_format, window -> pixel_format
3.2.0, SDL_GetWindowPosition, Video, Window, get_position, window @-> ptr int @-> ptr int @-> returning bool, window -> (int * int) result
3.2.0, SDL_GetWindowProperties, Video, Window, get_properties, window @-> returning int_as_uint, window -> int
3.2.0, SDL_GetWindowRelativeMouseMode, Mouse, Window, get_relative_mouse_mode, window @-> returning true_to_ok, window -> unit result
3.2.0, SDL_GetWindowSafeArea, Video, Window, get_safe_area, window @-> ptr rect @-> returning true_to_ok, window -> ptr rect -> unit result
3.2.0, SDL_GetWindowSize, Video, Window, get_size, window @-> ptr int @-> ptr int @-> returning bool, window -> (int * int) result
3.2.0, SDL_GetWindowSizeInPixels, Video, Window, get_size_in_pixels, window @-> ptr int @-> ptr int @-> returning bool, window -> (int * int) result
3.2.0, SDL_GetWindowSurface, Video, Window, get_surface, window @-> returning (some_to_ok surface_opt), window -> (surface option) result
3.2.0, SDL_GetWindowSurfaceVSync, Video, Window, get_surface_v_sync, window @-> ptr int @-> returning bool, window -> int
3.2.0, SDL_GetWindowTitle, Video, Window, get_title, window @-> returning string, window -> string
3.2.0, SDL_GetWindows, Video, , get_windows, ptr int @-> returning (ptr window), unit -> window list
3.2.0, SDL_GlobDirectory, Filesystem, , glob_directory, string @-> string @-> glob_flags @-> ptr int @-> returning (ptr string), string -> string -> int -> string list
3.2.0, SDL_GlobStorageDirectory, Storage, Storage, glob_directory, storage @-> string @-> string @-> glob_flags @-> ptr int @-> returning (ptr string), storage -> string -> string -> int -> string list
3.2.0, SDL_HapticEffectSupported, Haptic, Haptic, effect_supported, haptic @-> ptr haptic_effect @-> returning true_to_ok, haptic -> ptr haptic_effect -> unit result
3.2.0, SDL_HapticRumbleSupported, Haptic, Haptic, rumble_supported, haptic @-> returning true_to_ok, haptic -> unit result
3.2.0, SDL_HasARMSIMD, Cpuinfo, , has_armsimd, void @-> returning bool, unit -> bool
3.2.0, SDL_HasAVX, Cpuinfo, , has_avx, void @-> returning bool, unit -> bool
3.2.0, SDL_HasAVX2, Cpuinfo, , has_avx2, void @-> returning bool, unit -> bool
3.2.0, SDL_HasAVX512F, Cpuinfo, , has_avx512_f, void @-> returning bool, unit -> bool
3.2.0, SDL_HasAltiVec, Cpuinfo, , has_alti_vec, void @-> returning bool, unit -> bool
3.2.0, SDL_HasClipboardData, Clipboard, Clipboard, has_data, string @-> returning bool, string -> bool
3.2.0, SDL_HasClipboardText, Clipboard, Clipboard, has_text, void @-> returning bool, unit -> bool
3.2.0, SDL_HasEvent, Events, Event, has, uint32 @-> returning true_to_ok, int -> unit result
3.2.0, SDL_HasEvents, Events, Event, hass, uint32 @-> uint32 @-> returning true_to_ok, int -> int -> unit result
3.2.0, SDL_HasGamepad, Gamepad, Gamepad, has, void @-> returning true_to_ok, unit -> unit result
3.2.0, SDL_HasJoystick, Joystick, Joystick, has, void @-> returning true_to_ok, unit -> unit result
3.2.0, SDL_HasKeyboard, Keyboard, Keyboard, has, void @-> returning true_to_ok, unit -> unit result
3.2.0, SDL_HasLASX, Cpuinfo, , has_lasx, void @-> returning bool, unit -> bool
3.2.0, SDL_HasLSX, Cpuinfo, , has_lsx, void @-> returning bool, unit -> bool
3.2.0, SDL_HasMMX, Cpuinfo, , has_mmx, void @-> returning bool, unit -> bool
3.2.0, SDL_HasMouse, Mouse, Mouse, has, void @-> returning true_to_ok, unit -> unit result
3.2.0, SDL_HasNEON, Cpuinfo, , has_neon, void @-> returning bool, unit -> bool
3.2.0, SDL_HasPrimarySelectionText, Clipboard, , has_primary_selection_text, void @-> returning bool, unit -> bool
3.2.0, SDL_HasProperty, Properties, , has_property, properties_id @-> string @-> returning bool, int -> string -> bool
3.2.0, SDL_HasRectIntersection, Rect, Rect, has_intersection, ptr rect @-> ptr rect @-> returning bool, ptr rect -> ptr rect -> bool
3.2.0, SDL_HasRectIntersectionFloat, Rect, Rect, has_intersection_float, ptr f_rect @-> ptr f_rect @-> returning bool, ptr f_rect -> ptr f_rect -> bool
3.2.0, SDL_HasSSE, Cpuinfo, , has_sse, void @-> returning bool, unit -> bool
3.2.0, SDL_HasSSE2, Cpuinfo, , has_sse2, void @-> returning bool, unit -> bool
3.2.0, SDL_HasSSE3, Cpuinfo, , has_sse3, void @-> returning bool, unit -> bool
3.2.0, SDL_HasSSE41, Cpuinfo, , has_sse41, void @-> returning bool, unit -> bool
3.2.0, SDL_HasSSE42, Cpuinfo, , has_sse42, void @-> returning bool, unit -> bool
3.2.0, SDL_HasScreenKeyboardSupport, Keyboard, Keyboard, has_screen_support, void @-> returning bool, unit -> bool
3.2.0, SDL_HideCursor, Mouse, , hide_cursor, void @-> returning true_to_ok, unit -> unit result
3.2.0, SDL_HideWindow, Video, Window, hide, window @-> returning true_to_ok, window -> unit result
